"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 13:00","2012","03","01","13:00","2.7","","-1.2","","75","","28","","22","","16.1","","97.32","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 14:00","2012","03","01","14:00","2.5","","-1.3","","76","","27","","24","","16.1","","97.39","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 15:00","2012","03","01","15:00","2.4","","-1.3","","77","","28","","20","","16.1","","97.48","","","","","","Drizzle"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 16:00","2012","03","01","16:00","2.3","","-0.9","","79","","28","","22","","16.1","","97.56","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 17:00","2012","03","01","17:00","1.3","","-0.8","","86","","29","","15","","12.9","","97.65","","","","","","Drizzle"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 18:00","2012","03","01","18:00"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 19:00","2012","03","01","19:00","0.9","","-1.5","","84","","28","","7","","6.4","","97.82","","","","","","Drizzle,Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 20:00","2012","03","01","20:00","0.9","","-1.3","","85","","28","","9","","8.0","","97.88","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 21:00","2012","03","01","21:00","0.6","","-1.4","","86","","32","","6","","8.0","","97.91","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 22:00","2012","03","01","22:00","0.4","","-1.4","","88","","21","","4","","8.0","","97.90","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-01 23:00","2012","03","01","23:00","0.3","","-1.4","","88","","16","","7","","6.4","","97.88","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 00:00","2012","03","02","00:00","0.6","","-1.1","","88","","15","","7","","4.8","","97.90","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 01:00","2012","03","02","01:00","0.7","","-0.9","","89","","12","","4","","4.8","","97.93","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 02:00","2012","03","02","02:00","0.7","","-0.9","","89","","14","","6","","6.4","","97.93","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 03:00","2012","03","02","03:00","0.8","","-0.8","","89","","12","","6","","6.4","","97.88","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 04:00","2012","03","02","04:00","0.7","","-0.9","","89","","12","","7","","6.4","","97.85","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 05:00","2012","03","02","05:00","0.6","","-0.8","","90","","15","","7","","0.4","","97.84","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 06:00","2012","03","02","06:00","0.6","","-0.6","","92","","13","","9","","0.6","","97.81","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 07:00","2012","03","02","07:00","0.3","","-1.0","","91","","13","","9","","1.6","","97.78","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 08:00","2012","03","02","08:00","0.6","","-0.9","","90","","12","","9","","4.0","","97.76","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 09:00","2012","03","02","09:00","2.2","","-0.1","","85","","13","","15","","4.8","","97.71","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 10:00","2012","03","02","10:00","4.2","","0.0","","74","","15","","20","","16.1","","97.62","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 11:00","2012","03","02","11:00","5.2","","0.5","","72","","15","","22","","16.1","","97.53","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 12:00","2012","03","02","12:00","6.4","","0.3","","65","","13","","26","","24.1","","97.42","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 13:00","2012","03","02","13:00","7.9","","0.5","","59","","13","","24","","24.1","","97.22","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 14:00","2012","03","02","14:00","7.8","","0.5","","60","","10","","24","","24.1","","97.05","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 15:00","2012","03","02","15:00","6.9","","0.7","","65","","10","","20","","24.1","","96.96","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 16:00","2012","03","02","16:00","6.4","","0.4","","65","","9","","26","","24.1","","96.75","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 17:00","2012","03","02","17:00","6.4","","0.7","","67","","11","","32","","24.1","","96.72","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 18:00","2012","03","02","18:00","5.7","","1.5","","74","","9","","32","","16.1","","96.56","","","","","","Rain"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 19:00","2012","03","02","19:00","3.9","","1.7","","86","","9","","35","","8.0","","96.40","","","","","","Rain"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 20:00","2012","03","02","20:00","4.1","","1.8","","85","","10","","37","","8.0","","96.08","","","","","","Rain"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 21:00","2012","03","02","21:00","4.5","","2.9","","89","","11","","33","","4.8","","95.86","","","","","","Rain,Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 22:00","2012","03","02","22:00","6.4","","4.7","","89","","15","","35","","8.0","","95.63","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-02 23:00","2012","03","02","23:00","7.5","","6.3","","92","","17","","30","","8.0","","95.48","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 00:00","2012","03","03","00:00","8.3","","6.2","","87","","22","","52","","8.0","","95.44","","","","","","Fog"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 01:00","2012","03","03","01:00","5.5","","1.5","","75","","22","","48","","16.1","","95.51","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 02:00","2012","03","03","02:00","3.8","","-1.4","","69","","23","","48","","19.3","","95.63","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 03:00","2012","03","03","03:00","3.0","","-2.3","","68","","22","","41","","24.1","","95.71","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 04:00","2012","03","03","04:00","2.6","","-2.7","","68","","27","","46","","24.1","","95.81","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 05:00","2012","03","03","05:00","2.6","","-3.8","","63","","24","","52","","24.1","","95.93","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 06:00","2012","03","03","06:00","2.3","","-3.7","","64","","24","","44","","24.1","","96.03","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 07:00","2012","03","03","07:00","2.4","","-3.5","","65","","24","","39","","24.1","","96.18","","","","","","Snow Pellets"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 08:00","2012","03","03","08:00","2.2","","-2.8","","69","","23","","35","","12.9","","96.29","","","","","","Snow Pellets"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 09:00","2012","03","03","09:00","2.0","","-3.4","","67","","23","","46","","9.7","","96.34","","","","","","Snow Showers,Snow Pellets"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 10:00","2012","03","03","10:00","1.9","","-4.1","","64","","23","","37","","24.1","","96.40","","","","","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 11:00","2012","03","03","11:00","2.1","","-4.5","","62","","23","","52","","24.1","","96.46","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 12:00","2012","03","03","12:00","1.8","","-3.4","","68","","23","","46","","24.1","","96.52","","","","","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 13:00","2012","03","03","13:00","2.1","","-5.3","","58","","24","","50","","24.1","","96.56","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 14:00","2012","03","03","14:00","2.4","","-5.3","","57","","25","","41","","24.1","","96.60","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 15:00","2012","03","03","15:00","1.9","","-5.2","","59","","24","","41","","24.1","","96.65","","","","","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 16:00","2012","03","03","16:00","2.0","","-5.3","","58","","25","","39","","24.1","","96.73","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 17:00","2012","03","03","17:00","1.6","","-6.1","","57","","25","","32","","24.1","","96.81","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 18:00","2012","03","03","18:00","1.1","","-5.5","","61","","24","","30","","24.1","","96.86","","","","","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 19:00","2012","03","03","19:00","0.9","","-5.7","","61","","25","","28","","24.1","","96.97","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 20:00","2012","03","03","20:00","0.6","","-5.3","","65","","24","","28","","24.1","","97.04","","","","","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 21:00","2012","03","03","21:00","0.3","","-6.0","","63","","25","","32","","24.1","","97.07","","","","","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 22:00","2012","03","03","22:00","-0.1","","-6.4","","62","","25","","24","","24.1","","97.08","","","","-6","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-03 23:00","2012","03","03","23:00","-0.3","","-6.7","","62","","25","","33","","24.1","","97.08","","","","-7","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 00:00","2012","03","04","00:00","-0.7","","-6.9","","63","","25","","26","","19.3","","97.09","","","","-7","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 01:00","2012","03","04","01:00","-1.0","","-6.4","","67","","25","","26","","19.3","","97.10","","","","-7","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 02:00","2012","03","04","02:00","-3.1","","-5.6","","83","","28","","19","","1.6","","97.15","","","","-9","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 03:00","2012","03","04","03:00","-3.4","","-6.2","","81","","30","","15","","16.1","","97.16","","","","-9","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 04:00","2012","03","04","04:00","-3.7","","-6.9","","78","","31","","17","","24.1","","97.18","","","","-9","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 05:00","2012","03","04","05:00","-3.8","","-6.8","","80","","28","","13","","24.1","","97.20","","","","-9","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 06:00","2012","03","04","06:00","-4.5","","-7.6","","79","","30","","11","","9.7","","97.23","","","","-9","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 07:00","2012","03","04","07:00","-4.7","","-7.8","","79","","30","","11","","1.6","","97.28","","","","-9","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 08:00","2012","03","04","08:00","-5.1","","-9.3","","72","","29","","19","","24.1","","97.30","","","","-12","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 09:00","2012","03","04","09:00","-4.4","","-9.7","","66","","28","","22","","24.1","","97.35","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 10:00","2012","03","04","10:00","-5.1","","-8.8","","75","","34","","17","","3.2","","97.38","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 11:00","2012","03","04","11:00","-5.1","","-8.1","","79","","33","","13","","2.4","","97.42","","","","-10","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 12:00","2012","03","04","12:00","-4.9","","-8.3","","77","","33","","17","","2.4","","97.44","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 13:00","2012","03","04","13:00","-4.6","","-8.1","","76","","31","","20","","2.4","","97.42","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 14:00","2012","03","04","14:00","-4.4","","-8.5","","73","","30","","24","","4.8","","97.45","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 15:00","2012","03","04","15:00","-4.4","","-8.4","","74","","30","","17","","3.2","","97.48","","","","-10","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 16:00","2012","03","04","16:00","-5.1","","-9.7","","70","","32","","24","","8.0","","97.54","","","","-12","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 17:00","2012","03","04","17:00","-5.7","","-10.2","","71","","30","","22","","12.9","","97.61","","","","-13","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 18:00","2012","03","04","18:00","-6.1","","-9.8","","75","","32","","22","","16.1","","97.67","","","","-13","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 19:00","2012","03","04","19:00","-6.6","","-10.6","","73","","31","","19","","16.1","","97.74","","","","-13","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 20:00","2012","03","04","20:00","-6.6","","-10.8","","72","","32","","15","","16.1","","97.78","","","","-13","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 21:00","2012","03","04","21:00","-7.1","","-11.4","","71","","34","","15","","16.1","","97.83","","","","-13","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 22:00","2012","03","04","22:00","-7.8","","-10.8","","79","","35","","15","","24.1","","97.87","","","","-14","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-04 23:00","2012","03","04","23:00","-8.3","","-12.6","","71","","36","","17","","24.1","","97.87","","","","-15","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 00:00","2012","03","05","00:00","-9.2","","-13.4","","71","","1","","9","","24.1","","97.89","","","","-14","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 01:00","2012","03","05","01:00","-9.9","","-14.3","","70","","2","","11","","24.1","","97.93","","","","-15","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 02:00","2012","03","05","02:00","-10.4","","-14.9","","70","","2","","9","","24.1","","97.99","","","","-15","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 03:00","2012","03","05","03:00","-10.9","","-15.0","","72","","36","","7","","24.1","","98.02","","","","-15","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 04:00","2012","03","05","04:00","-11.3","","-15.4","","72","","36","","6","","24.1","","98.07","","","","-15","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 05:00","2012","03","05","05:00","-11.6","","-15.6","","72","","2","","6","","24.1","","98.18","","","","-15","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 06:00","2012","03","05","06:00","-11.6","","-15.6","","72","","","","0","","24.1","","98.29","","","","","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 07:00","2012","03","05","07:00","-11.7","","-15.4","","74","","1","","6","","24.1","","98.40","","","","-15","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 08:00","2012","03","05","08:00","-10.9","","-14.7","","74","","","","0","","24.1","","98.54","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 09:00","2012","03","05","09:00","-9.2","","-14.2","","67","","28","","7","","24.1","","98.67","","","","-13","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 10:00","2012","03","05","10:00","-8.4","","-14.2","","63","","35","","11","","24.1","","98.76","","","","-14","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 11:00","2012","03","05","11:00","-6.6","","-12.3","","64","","34","","15","","24.1","","98.86","","","","-13","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 12:00","2012","03","05","12:00","-5.4","","-11.4","","63","","33","","15","","24.1","","98.95","","","","-11","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 13:00","2012","03","05","13:00","-3.8","","-9.9","","63","","29","","19","","24.1","","99.00","","","","-10","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 14:00","2012","03","05","14:00","-3.6","","-10.9","","57","","28","","22","","24.1","","99.05","","","","-10","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 15:00","2012","03","05","15:00","-3.8","","-9.9","","63","","33","","20","","9.7","","99.14","","","","-10","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 16:00","2012","03","05","16:00","-4.3","","-9.9","","65","","29","","22","","16.1","","99.23","","","","-11","","Snow Showers"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 17:00","2012","03","05","17:00","-4.2","","-12.3","","53","","30","","11","","24.1","","99.27","","","","-9","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 18:00","2012","03","05","18:00","-4.7","","-11.7","","58","","33","","17","","24.1","","99.39","","","","-11","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 19:00","2012","03","05","19:00","-6.0","","-11.8","","63","","33","","13","","24.1","","99.42","","","","-11","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 20:00","2012","03","05","20:00","-6.3","","-12.1","","63","","1","","6","","24.1","","99.44","","","","-9","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 21:00","2012","03","05","21:00","-7.5","","-11.8","","71","","","","0","","24.1","","99.50","","","","","","Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 22:00","2012","03","05","22:00","-7.6","","-11.9","","71","","","","0","","24.1","","99.55","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-05 23:00","2012","03","05","23:00","-8.2","","-11.4","","78","","","","0","","24.1","","99.60","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 00:00","2012","03","06","00:00","-8.2","","-11.1","","80","","14","","7","","24.1","","99.61","","","","-12","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 01:00","2012","03","06","01:00","-7.5","","-11.0","","76","","14","","7","","24.1","","99.63","","","","-11","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 02:00","2012","03","06","02:00","-7.8","","-10.8","","79","","15","","7","","24.1","","99.65","","","","-11","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 03:00","2012","03","06","03:00","-6.5","","-10.2","","75","","17","","6","","24.1","","99.65","","","","-9","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 04:00","2012","03","06","04:00","-5.4","","-9.4","","73","","17","","9","","24.1","","99.64","","","","-9","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 05:00","2012","03","06","05:00","-4.6","","-8.7","","73","","16","","9","","24.1","","99.65","","","","-8","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 06:00","2012","03","06","06:00","-4.0","","-8.5","","71","","15","","7","","24.1","","99.66","","","","-7","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 07:00","2012","03","06","07:00","-3.4","","-7.5","","73","","13","","13","","24.1","","99.62","","","","-8","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 08:00","2012","03","06","08:00","-2.1","","-6.0","","75","","16","","19","","24.1","","99.60","","","","-8","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 09:00","2012","03","06","09:00","-0.8","","-5.3","","72","","16","","30","","24.1","","99.60","","","","-8","","Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 10:00","2012","03","06","10:00","-0.1","","-5.3","","68","","17","","32","","24.1","","99.55","","","","-7","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 11:00","2012","03","06","11:00","1.3","","-4.8","","64","","17","","30","","24.1","","99.49","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 12:00","2012","03","06","12:00","2.8","","-4.8","","57","","18","","33","","24.1","","99.36","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 13:00","2012","03","06","13:00","2.3","","-5.2","","58","","18","","30","","24.1","","99.27","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 14:00","2012","03","06","14:00","2.7","","-4.9","","57","","16","","39","","24.1","","99.13","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 15:00","2012","03","06","15:00","4.0","","-5.3","","51","","18","","32","","24.1","","99.02","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 16:00","2012","03","06","16:00","4.9","","-4.5","","51","","18","","33","","24.1","","98.97","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 17:00","2012","03","06","17:00","4.5","","-5.2","","49","","17","","30","","24.1","","98.91","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 18:00","2012","03","06","18:00","3.9","","-4.8","","53","","16","","19","","24.1","","98.83","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 19:00","2012","03","06","19:00","2.8","","-4.6","","58","","15","","17","","24.1","","98.79","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 20:00","2012","03","06","20:00","3.8","","-4.1","","56","","17","","24","","24.1","","98.76","","","","","","Mainly Clear"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 21:00","2012","03","06","21:00","4.8","","-3.6","","54","","17","","26","","24.1","","98.76","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 22:00","2012","03","06","22:00","4.9","","-3.5","","54","","18","","20","","24.1","","98.77","","","","","","Mostly Cloudy"
"-81.15","43.03","LONDON INT'L AIRPORT","6144475","2012-03-06 23:00","2012","03","06","23:00","4.8","","-3.7","","54","","19","","15","","24.1","","98.82","","","","","","Clear"
